measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,1993,2780529.28633,3648064.11309,1908851.76276
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,1993,5994045.14484,9155523.1586,4051992.28044
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,1993,16743248.5758,24729000.6153,10230747.1174
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Syphilis,Number,1993,14802495.5253,23089852.7534,8561224.32605
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chlamydial infection,Number,1993,450799.426412,686838.121838,282076.095248
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Gonococcal infection,Number,1993,487522.39796,634129.668,359723.400015
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichomoniasis,Number,1993,133673.008846,285796.065649,51137.2564891
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Genital herpes,Number,1993,141816.224132,301498.490583,49989.123689
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other sexually transmitted diseases,Number,1993,726941.993208,1034235.74648,486671.777756
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,1993,8975243.10839,9620857.75711,8286951.71016
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis A,Number,1993,1200617.10892,1412739.36882,1000653.8683
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis B,Number,1993,4726346.97485,5086531.1791,4402601.9962
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis C,Number,1993,94216.6839927,111396.194078,78753.1080974
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis E,Number,1993,2953234.54164,3308428.48465,2508173.92545
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,1993,24690.0363374,35365.107509,16688.5349008
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,1993,6785809.39682,8510240.79012,4172478.23634
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,1993,513469048.08,548850493.771,482902163.959
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,1993,161026718.788,188352643.535,138111535.026
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,1993,15544112.1988,25385647.9728,8657966.07158
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Typhoid fever,Number,1993,13234489.4117,22077694.9657,7135528.25856
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Paratyphoid fever,Number,1993,1913144.15711,3786567.75206,887637.976237
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other intestinal infectious diseases,Number,1993,390397.895029,1347713.47335,95667.6440919
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Number,1993,187912087.245,203362768.116,171861362.728
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Number,1993,5031795.32601,7498367.97739,3232969.22034
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Number,1993,3170833.79894,4708293.53293,2093980.31952
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Number,1993,29516838.7077,33717135.0968,23914472.429
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Pneumococcal meningitis,Number,1993,2151910.07187,2583856.77719,1823465.68226
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,H influenzae type B meningitis,Number,1993,3240772.579,3822296.17751,2566394.2758
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningococcal meningitis,Number,1993,13886669.4204,16110047.0249,11529224.2659
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other meningitis,Number,1993,10231930.4002,11951741.6145,7901883.47412
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Number,1993,7983770.84003,10311834.9512,5705665.08701
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Number,1993,677171.2477,887432.958698,488648.264905
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Number,1993,13177183.4116,24217457.2806,6111610.34491
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Number,1993,19209483.1005,23906833.4659,11407996.1838
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Number,1993,68818157.9933,132695402.402,27760867.5492
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,1993,1269961.21728,1432880.32316,1104825.53456
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neglected tropical diseases and malaria,Number,1993,89987225.0456,103207153.432,76962798.9971
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,1993,64831846.2367,77448465.0521,51924596.003
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,1993,291174.851565,313005.494734,270192.946818
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,1993,2144813.46094,3224341.00564,1304321.07062
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,1992,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1992,65825698.2373,70216737.3175,62148616.1198
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,1992,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,1992,14939.3036608,19895.6672162,10564.7116105
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1992,986928.986756,1185553.18361,805821.015205
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1992,2.36491782146e-54,3.18976221094e-54,1.60685314099e-54
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,1994,2174.75798068,2744.00505243,1617.53433289
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1994,64020477.1973,67715399.5174,60416573.0944
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,1994,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,1994,5916.31116968,7891.30047722,4207.81364896
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,1992,93050372.5776,98493164.5698,89133304.9561
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,1992,66813023.2919,71250406.0843,63123257.6358
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,1992,26235061.7134,29301989.3151,24017039.3776
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,1992,19039044.352,22319207.6073,16573226.5449
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,1994,16893378.6828,24579014.4609,10392126.1768
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Syphilis,Number,1994,14915058.8722,22892733.8832,8665621.23551
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chlamydial infection,Number,1994,459000.45349,700607.094449,287011.773958
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Gonococcal infection,Number,1994,495926.606427,645903.886425,364450.596557
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichomoniasis,Number,1994,136655.896974,291757.045524,52260.3039537
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Genital herpes,Number,1994,145296.992754,308805.010297,51307.5353446
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other sexually transmitted diseases,Number,1994,741439.861044,1055482.16358,497976.360399
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,1994,8963511.69407,9545163.63722,8296919.8107
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis A,Number,1994,1179201.2044,1355641.63553,995715.525863
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis B,Number,1994,4744781.64848,5124877.20988,4371376.92668
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis C,Number,1994,96619.6531396,118576.46685,77516.5157712
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis E,Number,1994,2942188.0077,3335388.50607,2527896.22617
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,1994,25298.0307565,36091.1156005,17092.7597593
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,1994,6708069.09316,8293693.88488,4141081.68832
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1993,64961776.3294,69175040.0343,61380809.5154
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,1993,9115.20272616,12213.0525466,6566.31037336
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,1992,527666331.92,566987162.373,495971716.38
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,1992,165745922.421,193729753.881,142552414.704
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,1992,15616396.213,25400512.3331,8510462.2051
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Typhoid fever,Number,1992,13310050.4284,22078433.5418,7210351.91167
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Paratyphoid fever,Number,1992,1901344.02851,3766800.05348,883210.643069
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other intestinal infectious diseases,Number,1992,398848.391287,1218200.11087,123636.802721
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Number,1992,192706150.589,208589691.941,175952514.861
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Number,1992,4973265.98278,7392035.13643,3197065.80892
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Number,1992,3152227.83972,4684989.78912,2088109.96907
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Number,1992,29859990.864,34050805.8784,24272761.9355
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Pneumococcal meningitis,Number,1992,2167116.86535,2606366.08383,1848377.61157
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,H influenzae type B meningitis,Number,1992,3276114.94219,3857281.11889,2645658.1283
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningococcal meningitis,Number,1992,14068387.2565,16326753.2475,11563951.2229
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other meningitis,Number,1992,10343703.6124,12055860.852,7964583.85836
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Number,1992,7969513.94148,10379499.0547,5613909.21315
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Number,1992,719674.844451,934348.414773,526538.130231
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Number,1992,13638286.0221,25024284.6384,6181880.92147
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Number,1992,20661262.9877,25921041.9682,12341070.8758
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Number,1992,71181909.4983,138421538.26,28945145.8365
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,1992,1284028.52787,1461798.14101,1107850.75392
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,88860431.7403,104679334.166,77007715.5836
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,1992,63255389.0132,77204357.5129,52707227.0739
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,1992,297780.84313,320406.17676,276010.164669
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,1992,2535537.74321,3855594.50777,1536935.66547
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1993,1402460.17187,1692514.55057,1146637.78227
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1993,19707.3182786,26899.3328005,14140.7312283
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,1993,8579346.74961,10573921.6531,6551071.33853
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,1993,144159.943963,210961.470655,90777.463022
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,1993,1290.60023904,2233.26317764,735.341753966
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Latent tuberculosis infection,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ascariasis,Number,1993,3468069.84731,5155645.98079,2487606.25361
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichuriasis,Number,1993,559881.083157,939067.650846,299991.197766
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hookworm disease,Number,1993,1966094.21438,3023160.34451,1219133.48184
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,1993,1406026.40775,2607390.45522,678355.261391
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,1993,3318678.6582,4406898.14217,2572159.21075
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1994,2009954.80568,2423813.68194,1648762.45905
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1994,39639.3015958,51584.3958256,29305.1563749
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,1994,10201523.1575,12690990.7494,7740841.64029
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,1994,242888.651906,356134.335119,155670.288787
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,1994,2756.60563757,4723.92537922,1601.20860481
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Latent tuberculosis infection,Number,1994,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,1994,1256532.07595,1450985.21293,1101553.19969
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neglected tropical diseases and malaria,Number,1994,90239957.4885,105454836.543,76617319.3224
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,1994,65928598.2203,80722765.3379,52012985.0392
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,1994,284367.148889,304500.261682,264295.547269
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,1994,1703098.37329,2589717.34101,1036964.54752
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,1994,105244592.98,111128143.725,100611732.804
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,1994,66069744.3878,69984546.1609,62623310.1986
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,1994,39171746.8121,43174839.9453,36311968.3881
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,1994,28722969.2486,33479354.121,24955497.7711
